0.0*MaxFES;0.001*MaxFES;0.01*MaxFES;0.1*MaxFES;0.2*MaxFES;0.3*MaxFES;0.4*MaxFES;0.5*MaxFES;0.6*MaxFES;0.7*MaxFES;0.8*MaxFES;0.9*MaxFES;1.0*MaxFES
1572.2592215758352;1482.8429535858836;1169.4219750962288;1074.5261544349178;1074.1564232792653;1074.1367893167362;1074.1219112367016;1071.1564795925399;1071.1423111657996;1071.1340320734494;1071.1334941572973;1071.1332963313182;1071.1535543335733;
1429.2243874739052;1321.989480593672;1178.7804853288442;1100.1434511028156;1100.0198299971544;1100.0115921820789;1100.000358290492;1100.0612986131775;1099.9997656596895;1100.0033747377074;1100.0330165729758;1100.019593339578;1100.0122801855862;
1521.5616305286303;1475.885345495105;1276.9272480281597;1132.0495736438982;1130.8727560480836;1130.837429366338;1130.8602384376613;1130.8328462379475;1130.8391299401053;1130.8318944155913;1130.8317929939954;1130.8333706686376;1130.8332213120118;
1539.5350444197807;1432.1522679475293;1207.0860176681633;1148.9779277870523;1148.7743073496415;1148.7520893193946;1148.7427976676802;1148.741628157597;1148.7562398272803;1148.7420585916634;1148.7647195709978;1148.7438557502721;1148.739047939573;
1580.4919102882238;1547.1637299352433;1239.3136508433245;1129.3626338196982;1128.9034380075636;1128.8527741802054;1128.845452348963;1128.8444745017066;1128.8429826402617;1106.952237309512;1106.9559634665814;1106.9578140568303;1106.9507634862766;
1613.384574851721;1448.2817828352058;1201.9976933834914;1116.056659944515;1115.9999125294612;1115.9206024878144;1116.346743562328;1116.0055617292571;1115.928032825791;1115.9195158851546;1115.9145727863292;1115.922479207439;1115.9440657766477;
1480.6755416995306;1380.6000563965092;1154.2326677707706;1071.2163314443205;1071.1581596677315;1071.1402389689038;1071.1397512090873;1071.144741538165;1071.136463088471;1071.1647885893874;1071.1423842187098;1071.149150818936;1071.1368930260169;
1598.936728642469;1482.4991564680831;1269.6556917439761;1141.0181243454733;1140.8176228151317;1140.7901328511307;1140.7849672435962;1140.7929958641732;1140.7846625989348;1140.7806984697281;1140.7887454834413;1140.7805045248845;1140.780454962697;
1531.958072831153;1447.1202072368346;1164.5322098007948;1077.2785710330566;1077.136824313534;1077.1454164429758;1077.1577416618395;1077.1121781933973;1077.1083299425943;1077.1072330528011;1077.1036334821163;1077.1044653632246;1077.1040010820623;
1482.2847020239747;1394.284517458352;1127.923138951355;1038.42323758767;1038.3612350635726;1038.3310384760998;1038.3100639124796;1038.3257527484666;1038.3044171324104;1038.3142535337518;1038.4029651773412;1038.3087160632583;1038.3046897639738;
1514.349442677546;1437.967634667721;1189.8781081901116;1087.4849245376236;1087.0980571405057;1087.0789430305133;1087.0571152475693;1078.7137747763934;1077.2379340566065;1077.12483612251;1077.1119794829297;1077.1114144478709;1077.1082156515572;
1506.9468460104022;1442.7115539586453;1158.4248845660663;1066.2852623336003;1066.1916559327594;1066.189578336272;1066.1680841367995;1066.1640443695474;1066.1621815627618;1066.171593646111;1066.168656156251;1066.167824244069;1066.1647047100428;
1489.6058284537373;1383.798913681981;1181.237006508522;1090.406355617444;1090.0849068131097;1090.0516127607684;1090.0478950509178;1090.0730670620965;1090.0845406127667;1090.0630828013468;1090.0907862350311;1090.0516644508355;1090.0462357774231;
1502.90223214227;1477.1486548144924;1169.494939328213;1057.396165469451;1057.2762735926563;1057.2313256003224;1057.212853521645;1057.2063369544433;1057.2053022669766;1057.2184178241412;1057.2059621471956;1057.2134403841403;1057.2168452125165;
1515.0462557885166;1330.9513392401068;1131.7277033474193;1062.394653002419;1062.2277498911715;1062.2183102639924;1062.1895696441507;1062.2067329125402;1062.2516411145436;1062.1846778818438;1062.1841478316655;1062.284490119544;1062.1843173561424;
1471.3971899900941;1375.276439386702;1150.2186552760882;1056.4920372553904;1056.237582232299;1056.2380314349853;1056.2137909329472;1056.2486980019828;1056.211352582773;1056.2135994014818;1056.2124531238826;1056.211120972782;1056.212035793147;
1511.0460336417577;1401.4013042081406;1191.2538826010996;1124.074402484944;1123.9041082250192;1123.8953036891278;1123.872589699039;1123.8954013151217;1123.9041547236734;1123.8699904413386;1120.9307242831583;1120.9007358102733;1121.0045023678574;
1531.0972742410736;1467.5759592430827;1155.4090880605784;1078.3865913591508;1078.1282339825827;1078.111632420202;1078.1057597472088;1078.102053786198;1078.0995030621027;1078.097636761052;1078.0969329092836;1078.0969086056884;1078.096873849032;
1522.8779059817327;1443.4510793464237;1145.9157794513944;1082.4990159093438;1073.1755948766342;1073.1464809523275;1073.1467045207944;1073.13034792251;1073.1342223975635;1073.1324409353601;1073.1377181539797;1073.1366497416998;1073.128120272599;
1453.9727329561806;1388.7261411227817;1169.739123416452;1116.0271233938952;1115.944542039583;1115.9145551887073;1115.9471479795468;1115.9158716571987;1115.9094665808002;1115.9383298801029;1115.9227040970893;1115.9220545813757;1115.9094691061155;
1476.4101277151738;1306.5739809168433;1119.9889503072588;1052.480465932867;1052.2463248209967;1040.7253844856125;1040.318093397665;1040.3006043281966;1040.3544349396798;1040.2994795013465;1040.535804615406;1040.3746487968951;1039.3160885287577;
1510.4546789124415;1383.3744650495842;1179.997272554917;1094.398655737164;1094.063582914935;1094.0284862588328;1094.0247920844822;1094.056801432171;1094.0347934777653;1094.0863426117946;1094.0277926184776;1094.051403139233;1094.0768157710083;
1465.70944031213;1418.9566635066612;1139.5054073927354;1039.6655716849523;1039.6107531485645;1039.3079557286435;1030.3577347748667;1026.4003216792858;1026.4767526472242;1026.3889253716745;1026.3831770197341;1026.3779518535137;1026.3761024280316;
1540.1412575494714;1430.5661790630913;1176.718698998629;1069.2775912788518;1069.1916626194327;1069.1575249496732;1069.1486534979936;1069.14834608718;1069.1469811769093;1069.1490937954447;1069.145045580776;1069.14362931217;1069.1446649885934;
1479.5930814447524;1331.9784776823103;1158.6326605659256;1096.1883910456297;1096.090121746012;1096.0203412022324;1096.0147481905478;1096.008767159875;1096.0086893706075;1096.01575460241;1096.0231181142046;1096.0083910664546;1096.0365716634994;
1521.8322881077152;1428.2032779294163;1196.3899318020738;1127.1466064194576;1126.9129244425164;1126.8720525770482;1126.8651218390662;1126.895793081482;1126.867518311338;1126.8581298698546;1126.8572356811674;1126.8646510092153;1122.8716894530198;
1529.337081934294;1400.3845371101233;1217.536481879679;1159.9153094642372;1159.697783175532;1151.807522738368;1151.73397927409;1151.739380871256;1151.7382334870222;1151.732673409438;1151.7369587835021;1151.819709490987;1142.831741234512;
1479.732422291031;1396.9040016505505;1165.5616261986702;1098.205239400376;1098.018050682437;1098.0033557533166;1087.0563258770653;1087.0541613165;1087.0542076572028;1087.0540502123147;1087.053589075554;1087.0530603176394;1087.053074128196;
1553.7451273013485;1463.0376495219596;1248.9025682611277;1125.1621229720383;1124.900537625819;1124.8738698323161;1124.8847026831127;1124.9323926337158;1120.9724278380481;1120.9150409371646;1120.9303657385271;1120.883571803825;1121.022615113332;
1513.8856298116652;1341.3022231173213;1174.7478534188106;1090.3112828457436;1090.067332869566;1090.049709487757;1090.053990500198;1090.1611270075325;1090.1333251789108;1090.2061142401396;1090.1769840752347;1090.0526616210027;1090.0463975050625;
1601.2400565529942;1492.372814367601;1152.2985035718611;1081.2061495251958;1081.175612952862;1081.111321692526;1081.0881369708563;1081.0861258116533;1081.0860290222363;1081.1187744430492;1081.083615184604;1081.0862402573246;1081.0879772087605;
1576.264920940866;1468.2006462923819;1217.1898171608445;1110.656541919687;1110.420823433249;1110.0098615640661;1109.9679796328678;1077.4022392552465;1074.1382034885355;1074.1342722142779;1071.157437557212;1071.4019734900962;1071.1552795805148;
1571.8204788289495;1451.1935768557992;1179.085256153584;1094.3839802052623;1094.055365206908;1094.0284735206687;1094.0210095911714;1094.0184173869336;1094.0176088312567;1094.0171321840662;1094.0168577012591;1094.0164346368513;1094.0169686386057;
1548.227474806115;1380.8283306447443;1167.8028973293501;1085.310891692866;1082.1068329165073;1082.0960650261197;1082.0843715431056;1082.096772493288;1082.0822478951595;1082.0817192503125;1082.0813783179633;1082.0800801869054;1082.1125665319228;
1493.573269611642;1386.9354949317328;1252.2395398530334;1183.7263613768027;1183.5896042390182;1183.576410829845;1183.562859555235;1183.6138976211066;1183.5876068635714;1183.5626383987756;1183.564523692152;1183.5660645954722;1183.5633002612476;
1484.4433784984822;1389.7283695424878;1185.8977612461563;1117.08457875233;1116.9808920161204;1116.9116380072692;1116.910672640675;1116.907485974082;1116.9040559737878;1116.904371322648;1116.9017765823535;1116.9032315082377;1116.900865129679;
1579.3071374961874;1462.9734787514199;1186.9686908927997;1120.0713378177727;1119.922651204507;1119.9018441521653;1119.8952212570869;1109.9597508249058;1109.9582602143084;1109.9393520727601;1109.9506364671308;1109.9608295169317;1109.939170116283;
1436.2710051374345;1356.2669404705837;1120.258969219355;1074.3058342110844;1074.1553430733286;1074.1318201882837;1074.1343182702713;1074.123603675558;1074.1222415035165;1074.1208629290038;1074.1277326050842;1071.1404344053828;1071.1579741479318;
1565.9515738303176;1489.7218359081126;1177.112350179319;1081.3683647754178;1080.3246193838843;1080.1421836008124;1073.1331360015479;1073.1287160333345;1073.1439450375572;1073.1341561960817;1073.1662021068482;1073.1523736912661;1073.1672779082826;
1592.0189424946575;1508.113863402885;1213.5838052216475;1095.2303564883018;1095.0647801751013;1095.0406281455344;1095.0188639661665;1095.034256159299;1095.0138054283052;1095.0139537271036;1095.0156729403616;1095.0143985281652;1095.0170352271593;
1520.5830675702268;1444.7475005131555;1207.8632117292045;1139.0489976379968;1138.8287066192615;1138.8027647913875;1138.79546251134;1138.7946958102361;1138.7940388851782;1138.8824657455966;1138.7903160988863;1138.7959705086296;1138.7932381955188;
1554.6135028009026;1416.2348608074772;1152.7663189160173;1081.2565397079513;1081.099546370399;1066.273043476593;1066.163971002196;1066.1764837845012;1066.1646408122376;1066.2314245243886;1066.1857266723641;1066.1743153289897;1066.1863971978132;
1535.5319231103738;1465.86391376425;1177.9101185428678;1099.2091917050575;1099.0190827156819;1090.0762577049327;1090.0510060870697;1090.063286568309;1090.0409360110773;1090.0454580181542;1090.0419708065772;1090.083668133524;1090.0421172203314;
1496.4925281086873;1389.5973156987593;1107.3679406941342;1043.5865887368057;1043.3220386947403;1043.2863311625633;1043.2792643431846;1043.3165388060722;1043.2818183263812;1043.2803832033321;1043.2773917646316;1043.2751258049275;1043.2973364231748;
1476.1519069000801;1417.73914888875;1185.9836493577013;1098.17525304346;1098.0771340977842;1098.0177484143812;1098.012941611511;1098.0074743076602;1098.0064365401022;1098.002371144564;1098.01542142384;1098.020734855131;1098.0031366842686;
1408.8998548370687;1511.9963167513406;1241.5232702846108;1154.9218869013735;1154.732205025315;1154.7305350419758;1154.7214223006429;1154.7145488716321;1154.7260301573313;1154.7163215236205;1154.7201343440372;1154.7158491975024;1154.7147401139348;
1503.1960761058674;1447.1024376159799;1296.9800690570328;1159.4088350102693;1157.759524896383;1157.727576060647;1158.0407587420855;1157.7100660227395;1157.7045503227507;1157.7029359121018;1157.7335093609865;1157.7005151873063;1157.6969146267156;
1581.5627975996476;1404.7014723511547;1116.8166504666956;1077.196279503992;1077.131273242546;1077.1260636040352;1077.1178940269783;1077.1149968180816;1077.108957600602;1077.1424446167398;1077.1697525839768;1077.1248955645972;1077.1146015305185;
1504.9867698427288;1371.4255273905083;1181.4719750866293;1125.0352679434836;1120.9227148729608;1120.9046287524056;1120.9422805159195;1120.8922888348102;1120.891469132576;1120.8959393368905;1120.8842740302186;1120.90169806285;1120.88755383269;
1508.0478015706012;1370.2260269562773;1120.349535252666;1057.2956894663243;1057.2175797566897;1054.248438993557;1054.2271190073507;1054.3002441782096;1054.2220363108345;1054.2282664094153;1054.2552195392002;1054.2217383676762;1054.2991257598235;
1505.3989999691821;1437.2279187169459;1127.6990122889524;1037.490796884689;1037.3643426518556;1037.3179615665815;1037.3160564945342;1037.3096170243869;1037.3086752811894;1037.3091730661572;1037.305782540617;1037.3049611606264;1037.3061845872435;
