0.0*MaxFES;0.001*MaxFES;0.01*MaxFES;0.1*MaxFES;0.2*MaxFES;0.3*MaxFES;0.4*MaxFES;0.5*MaxFES;0.6*MaxFES;0.7*MaxFES;0.8*MaxFES;0.9*MaxFES;1.0*MaxFES
1051.0729381441406;1047.6471308871319;948.4400134447155;919.0372317393106;918.9192000831872;918.9078481865066;918.906134547026;918.9058235265842;918.9052347523605;918.9052900055182;918.9048765068665;918.9070233835726;918.9055450314318;
1038.878747112892;1027.4254623353017;933.9246172251953;917.9347791129629;917.9147157082682;917.9118312138451;917.9118197151953;917.9519408669804;917.9248963755796;917.9110623193017;917.9099970281424;917.9098833458884;917.9132738493951;
1037.4523405453365;1029.8079985934717;938.93762704961;911.8010938580105;910.9705997784891;910.9629806893249;910.9521842327504;910.9509058572277;910.9467789054368;909.2133184414939;908.9773642123736;909.1000477417467;908.9607657188227;
1021.9183218227466;1031.7719672224807;963.3739455243384;951.8193193629139;951.7463553923312;951.7431465608205;951.7424300106976;951.7432214513666;951.7422568419395;951.7420667757707;951.737765447789;951.7376394403326;951.741434582834;
1024.5764501954143;1016.2423288558492;971.1461331103072;939.071533224349;937.9281330388427;937.8175044979963;937.8291096534215;937.8087451326865;937.8086185302043;931.2192822295846;930.845096637087;930.8450224845756;930.8449320947142;
1031.8937151296388;1012.5509965497396;970.5117554738017;927.6242565760135;924.8987105852892;924.8808710878365;924.8751008177187;924.8751062749604;924.875862409257;924.8752120310471;924.8745240675654;924.8746240550461;924.8757608728629;
1029.1192183444755;992.3160933439437;958.0149732548867;933.1637062826576;932.846412627737;923.9007152934366;923.900227106675;923.8970072871513;923.8856597720712;923.8815522615595;923.8801095087101;923.879845598322;923.9089476271441;
1051.4870163477322;1042.4222094708944;983.5056072419625;976.6423589496761;976.6271265376629;976.6167884010006;976.8760978042299;976.6207759001153;976.6134144337085;976.6210972588844;976.6136490832337;976.6128894280876;976.6126872739401;
1024.7485615620467;1036.637090784484;971.5757269183256;946.6431265160819;944.8712988642009;944.860813429429;944.8583620096412;944.8522396998825;944.8511790678697;944.8485195166575;944.8530943087088;944.8479206399705;944.8480304920804;
1049.6905986694671;1009.5786821631299;936.4916424699503;917.113592860194;916.9483309407871;916.9492887647851;916.9208556356143;916.9171395924327;916.9165833380785;916.9196517632107;916.9238239443206;916.9171542001927;916.942375033603;
995.7041261580924;981.9524046436308;922.3494823620109;915.1756869287952;915.0598289888114;914.9639623875804;914.9484902719852;914.9478512250321;914.9300754125517;914.9272731640506;914.9247920603084;914.9246985863974;914.9247022928562;
1020.4296869531852;1014.3468946019069;965.9415315554302;934.9069914097133;932.9480501234856;932.8527078282457;932.8445970998124;932.8643391194114;932.8456556018542;932.8357663914525;932.8501552541615;932.8353342511938;932.8380192982734;
1028.7903762975166;990.3192607193972;956.1550309187627;931.8868247417048;931.8459361594603;931.8500685582763;931.8416144514171;928.8553630368057;928.8588983588987;928.8588880497964;928.8585291085085;928.8561199272623;928.8547700967042;
1059.373490150913;1042.3972241872502;939.6965948518339;928.8742421027633;928.8768161268989;928.8658451800686;928.9024745688971;928.8600479193489;928.8599118044463;928.8794490913305;926.6598491018655;924.8773937995111;924.8775343419112;
1009.0093835394897;1003.949393040112;949.7220808373856;927.8841478710817;927.8660552585866;927.8660684446883;927.8607024779101;927.8599518950996;927.8595558447586;927.8593708602816;927.8650397728202;927.8594117334609;927.8598999412866;
1025.8601687209486;985.2175496458749;950.1470398624039;935.8649948004155;935.8266328828303;935.8259180847961;935.8195817534955;935.8189766275176;935.8194452851179;935.8190696141596;935.81913479922;935.8193513550796;935.8185662976874;
1047.1619402671672;1005.2539919260095;963.6762900833664;951.9070849274766;951.7552419193623;951.7547060070209;951.7397282272813;938.8489010746976;938.8437580557129;938.8057808972299;938.8044209211769;938.8066698465091;938.8048275915121;
1008.4626387851987;996.6934094265654;957.66632233612;934.1107938737547;933.8764259708619;933.8353861597876;933.8352693699306;933.8316515542843;933.8286622198441;933.833092450356;933.8315095743474;933.8295352945898;933.8294224254959;
1059.87534473897;1012.3165747696269;942.3755223196212;921.1673238767698;920.9471122655558;920.9023575497802;920.8984519095503;920.8982094005851;920.8984673766524;920.8986659708032;920.8955516523627;920.8956103363433;920.8951207311546;
1051.820775628396;1014.3894654446725;959.7795421389259;945.7869449549736;945.7708738778913;945.7698713467487;945.7691039573687;945.769079724741;945.7689466778663;945.7693359019494;945.7691605955686;945.7707126210161;945.7687158464954;
1038.5555035361033;1031.076320000576;953.3560599611357;943.2175397962764;942.8387922106954;942.8122492219627;942.9958105219469;942.9387328830336;942.8036711589389;942.8013053687021;942.7883441903566;942.7853804538088;942.7885717498958;
1032.7882169540533;1040.1107970335747;961.2503634398963;935.2454115672413;934.8679843577147;934.8487269702947;934.8801695855506;934.8299961451285;934.8269468247098;934.8253745463206;934.8283075385779;934.843894604734;934.8294605076876;
1030.5535875020655;1032.1476235802377;939.7757299334951;923.198946630507;922.9052577920739;922.8926099698384;922.8885093759958;922.8909121593709;922.9328344880922;922.8929705584554;922.8927732109266;922.8865035963854;922.8938620916235;
1032.8948404288883;1012.9647759863313;940.4683717246708;925.0437303647619;924.969945571484;924.9202208668995;924.9247143290729;924.9069156943161;924.8898848679987;924.8845895797417;920.9053137836366;920.9058729523647;920.9314456560089;
1033.5363849717487;1021.8154625469967;960.3994535749463;942.9141411254237;942.8249972069038;942.8099714852149;937.0065301213763;935.8433309024276;935.8263245767467;935.8200765047015;935.819238059673;935.8185980415805;935.8185992242264;
1008.2318024338026;1008.2318024338026;965.1338748017362;937.8587855761338;937.8506088098871;937.8173894022746;937.8108613230563;937.8107250385772;937.8147849285931;937.8093923074597;937.9139341125399;937.8090078427964;937.8094917809294;
1028.7041004868972;987.8153675841572;952.043603052553;943.9405520146311;943.7862877580818;943.781354381469;943.779717955125;943.7796387834564;943.7796190762256;943.7792514878962;943.7790497529043;943.7790445262754;943.7790217648534;
1023.5747650557903;1022.7723295295958;963.4657810675734;937.1852510818892;936.8390097590925;936.8151135848476;936.8147918520694;936.814476247123;936.8142596149872;936.8152719414261;913.9661972884555;912.2565031093872;911.9721251306015;
1018.3754816703141;1001.3729122892742;937.9711698519761;922.1344369987206;921.9150261041405;921.9075340445138;921.9077814826762;921.9007158141785;918.9566182502998;918.9144834800109;918.9076586257779;918.9064126192587;918.9067976031847;
1011.3732207067416;992.8044517771958;947.4096292058246;922.5118368804505;921.932267520815;921.910000056711;921.9067922132143;921.9047380354542;921.8945749983712;921.896086237206;921.8949547689504;921.8938689160809;921.8935973478922;
1030.5582702935117;1018.1546901947747;930.6379775564801;920.050950382648;919.9237366989328;919.9122881176569;919.9051250150509;919.9001960438321;920.4581532072027;919.9342906588886;919.8998707918414;919.8997590529956;919.8997513200081;
1038.961480901723;1016.0704178784871;960.7094885662408;922.1893132845589;920.1289152263748;919.9488926535136;919.9095394341825;919.9131618846411;919.9035450078995;919.9024765592653;919.9023489845731;919.9457649434014;919.9054846635934;
1024.3217453520347;1015.7141559360377;939.8656931562291;923.0310983283478;922.8986518488832;922.8949861218084;922.8872776916977;922.8857356775895;922.8856643738886;922.8915320585392;922.8852247512997;922.8852111734045;922.8887830266705;
1030.6188377568642;994.1589743532965;954.4539042822382;940.833220139471;940.8072653435399;940.8000469934954;940.798687911551;940.8002137468943;940.7958209326152;940.7985852421469;940.7971697221519;940.7973565612905;940.8202031629612;
1033.414957403904;1011.7904946417273;937.7514484173252;920.9051440260154;920.8999881804758;920.897613348024;920.8972323173897;920.894895552618;920.8945972704779;920.8968892652059;920.8945700751722;920.8944454989654;920.8944386762531;
1030.6054270734467;1015.7567879049095;958.0939031732402;935.1698761505611;934.9710685179797;930.8473486147204;927.8805313607005;927.8758388981854;927.8944641918675;927.8621924105789;927.8616808273711;927.8626413797773;927.8702420743427;
1057.4279184937861;1033.0844966776883;944.8114737778716;931.3507025588526;930.9046415330685;930.8583588309535;930.8567819752709;930.8567111907303;930.8446434048406;918.9060156306099;918.9059499940506;918.9050459162041;918.904711145134;
1031.2151835409045;1005.6143151160285;972.969149350651;937.0131641430964;936.8247240883692;936.8186068713026;936.8225191821336;936.8180720953801;936.8174433452677;936.8174095619196;936.8173751596382;936.8155039024329;936.8146548480645;
1025.8204213992256;1015.5150735430353;943.0525575275572;932.9874797353112;932.9299371251847;926.1441426375847;926.0381807975996;925.8965582456734;925.8790259318284;925.8953757440901;922.9966373486998;918.5707476520028;917.9213436916741;
1038.9965985582955;1027.456147989522;952.0697006871974;921.0451523346032;920.9017395082344;920.9005692112081;920.8958611948674;920.9048832940542;920.8948003995458;920.8991656956651;920.9004201658338;920.8944077985603;920.8943890426154;
1005.448583130936;997.2393470319279;947.7262447235217;917.9958584683068;917.9225107267242;917.9140317664077;917.9222391668748;917.9214378063248;917.9187312403037;917.9175343245885;917.9190520739598;917.9151815072636;917.9191868412612;
1021.9115360694667;1027.9599802434361;955.1332205260873;938.0399051971342;937.825286118559;937.8155879815756;932.8436836867544;932.8362027409512;932.835955641669;932.8343985277396;932.8591297140728;932.8340760611233;932.8340766848925;
