0.0*MaxFES;0.001*MaxFES;0.01*MaxFES;0.1*MaxFES;0.2*MaxFES;0.3*MaxFES;0.4*MaxFES;0.5*MaxFES;0.6*MaxFES;0.7*MaxFES;0.8*MaxFES;0.9*MaxFES;1.0*MaxFES
158984284.35505074;158984284.35505074;48788456.900251135;35291.023704791645;160.9111649617344;100.22384828094899;100.00057793919628;100.00000068928779;100.00000000165552;100.00000000001158;100.00000000000004;100.0;100.0;
1438119260.5892847;151741014.4768989;26604029.37363705;41120.63648482711;224.84298378569017;100.27002976138994;100.00203004005776;100.00000438749086;100.00000001272808;100.00000000003728;100.00000000000004;100.0;100.0;
352528537.06224155;352528537.06224155;31952179.615746412;36726.957987674934;233.70307974316466;100.1857179648396;100.0003064660471;100.0000026362625;100.00000000558437;100.0000000000062;100.00000000000001;100.0;100.0;
850554606.7647234;377054933.17552567;32886163.166857976;22130.334176113996;126.38128356930969;100.4484959433253;100.00057536441805;100.00000153820238;100.00000000430576;100.00000000000858;100.00000000000006;100.0;100.0;
591446814.202743;591446814.202743;84979522.1037386;64544.12785203781;221.10363278541328;100.12587993406633;100.00030415229782;100.0000007104852;100.0000000009303;100.00000000000509;100.0;100.0;100.0;
525965856.62477165;450856530.50618356;34833396.04187914;63138.29697731509;198.02993355602075;100.1429746100222;100.00093280746094;100.00000133948649;100.00000000822038;100.00000000000857;100.00000000000004;100.0;100.0;
550259952.421762;211493006.71288723;38141645.373651356;49321.49371410207;383.5269424670291;101.09285014225684;100.0016984849506;100.0000053927935;100.00000002374772;100.00000000005177;100.00000000000001;100.0;100.0;
285974654.8136132;168279407.45166263;37489848.24799373;53479.84126631473;185.91939077407878;100.2930861963276;100.00064793133704;100.00000133733184;100.00000000232265;100.00000000000479;100.0;100.0;100.0;
314468442.7944281;157093102.0636789;29796181.833449803;39743.08126596971;207.37341808971325;100.14542659640682;100.0001775907259;100.00000119134502;100.00000000473285;100.00000000003845;100.00000000000004;100.0;100.0;
299446755.5203361;299446755.5203361;32070326.574863367;104012.61292784821;338.15272555908075;100.78419262807968;100.00132895010537;100.00000398468714;100.0000000112738;100.00000000022447;100.00000000000085;100.0;100.0;
144089768.98833123;144089768.98833123;61408075.356163226;43978.52839422132;365.21982403408856;100.79073129842915;100.00212056290124;100.00000225334182;100.0000000113027;100.00000000007955;100.00000000000004;100.0;100.0;
399887798.83823997;144005328.60566688;23098050.720235668;49701.55995087521;210.42569290185514;101.38553964142099;100.00095499264364;100.00000152438948;100.0000000150172;100.00000000037178;100.00000000000098;100.0;100.0;
236093213.88598728;236093213.88598728;48963578.186735004;66881.71120082609;215.97042664625027;100.54136235942639;100.0018820294877;100.00000169918027;100.00000000863267;100.00000000002039;100.00000000000006;100.0;100.0;
133502009.19348279;133502009.19348279;61768845.93568371;67253.67776258034;180.69821651918602;100.50791178210673;100.00151529384195;100.00000247881898;100.00000000206649;100.00000000000819;100.00000000000006;100.0;100.0;
150648682.6641929;150648682.6641929;73005143.6716872;52268.17562817745;456.6681616137825;100.7825909645251;100.0045587758059;100.0000053024592;100.00000001953633;100.0000000001767;100.00000000000055;100.0;100.0;
372816866.9494053;200792708.29888427;60196514.66940212;34974.501991481186;290.3619929824532;100.59534516620394;100.00100403152963;100.00000308883216;100.00000000307436;100.0000000000041;100.0;100.0;100.0;
349589623.5186192;349589623.5186192;42059205.68947553;37255.521326734306;190.77991123648005;100.33359045927888;100.00073999178666;100.00000171004189;100.0000000061208;100.00000000001408;100.00000000000011;100.0;100.0;
62882893.28341809;62882893.28341809;8874052.079685455;57139.080422609455;164.17573940981873;100.2629476182009;100.0004068226647;100.00000169665785;100.00000000231002;100.00000000000779;100.00000000000001;100.0;100.0;
157445057.0044247;157445057.0044247;14015468.18845989;11569.793252078618;168.76281532586927;100.08308518752827;100.00046765088021;100.00000045066402;100.00000000327978;100.00000000000391;100.0;100.0;100.0;
366709616.6246249;366709616.6246249;65576851.021091945;71404.68125489927;200.1964482702633;100.41898752437818;100.00053855311796;100.00000167652252;100.00000002527864;100.00000000005932;100.00000000000006;100.0;100.0;
560761463.8509588;270128376.8677925;21223961.71638845;17811.05598113259;124.85058244148104;100.05947530634943;100.00007376613478;100.00000032089835;100.00000000038989;100.00000000000088;100.0;100.0;100.0;
259251386.61689717;195841100.5600354;46567860.94355728;139386.82545172732;373.1497441827885;100.29595122376273;100.00026756778298;100.00000267799408;100.00000000458935;100.00000000000306;100.00000000000001;100.0;100.0;
456325647.23443174;456325647.23443174;51303743.800513335;28124.424275512214;168.28205184529656;100.345849457851;100.00057094067627;100.00000070543172;100.00000000480928;100.00000000001194;100.00000000000001;100.0;100.0;
408309619.1619329;250151476.58697975;53562683.52905961;16359.40948293087;155.25379515308876;100.05665361209292;100.00011040966243;100.00000046040195;100.00000000117072;100.00000000000414;100.00000000000003;100.0;100.0;
